Humidity,Wind Speed,Pressure,Temperature,Weather Condition
93,5,1007,23.6,Rainy
60,33,993,25.9,Cloudy
50,26,1006,30.7,Sunny
99,11,1003,22.1,Rainy
76,22,1003,24.8,Rainy
75,28,1002,23.6,Cloudy
74,28,996,26.8,Cloudy
58,3,1004,34.0,Sunny
59,14,1008,31.5,Sunny
96,10,1024,25.1,Rainy
57,23,1006,30.6,Sunny
86,27,1024,24.9,Stormy
80,13,1008,26.1,Rainy
88,18,1009,23.0,Rainy
53,15,1024,33.4,Sunny
54,15,1021,28.2,Cloudy
70,21,1013,27.7,Cloudy
40,12,1006,34.0,Sunny
92,17,996,23.6,Rainy
93,32,990,17.6,Stormy
93,7,1024,24.4,Rainy
42,20,1021,34.6,Sunny
55,5,1002,30.7,Sunny
62,5,995,30.6,Sunny
96,21,1003,20.9,Stormy
50,11,1004,33.9,Sunny
51,25,993,27.3,Cloudy
49,27,1005,30.0,Sunny
71,22,1017,25.4,Cloudy
55,22,1005,30.6,Sunny
47,11,993,32.6,Sunny
77,5,1015,29.7,Rainy
51,21,1017,32.0,Sunny
63,18,1021,31.0,Sunny
67,8,991,30.1,Cloudy
92,5,1020,25.8,Rainy
47,30,992,28.5,Cloudy
97,15,997,19.0,Rainy
67,4,1013,29.8,Cloudy
75,25,1004,24.6,Cloudy
65,17,1020,31.7,Cloudy
47,5,998,33.1,Sunny
97,25,991,17.7,Stormy
99,31,997,16.7,Stormy
89,19,996,20.7,Rainy
67,20,1005,27.7,Cloudy
67,32,1024,25.1,Cloudy
76,20,1019,28.9,Rainy
80,20,999,22.7,Rainy
75,23,1007,26.3,Cloudy
66,25,994,23.4,Cloudy
93,13,1018,25.4,Rainy
56,31,1023,30.9,Sunny
48,32,1012,30.7,Sunny
72,20,994,23.3,Cloudy
92,31,1019,21.8,Stormy
59,34,995,23.5,Cloudy
52,19,993,28.9,Cloudy
67,29,1018,28.7,Cloudy
87,12,1012,26.3,Rainy
68,34,995,23.3,Cloudy
52,18,1021,31.4,Sunny
85,7,1007,26.8,Rainy
74,5,1004,28.3,Cloudy
45,21,1021,30.4,Sunny
57,28,998,28.4,Cloudy
90,16,999,22.2,Rainy
44,7,1009,36.9,Sunny
86,15,995,21.1,Rainy
64,12,992,23.0,Cloudy
41,10,1000,34.6,Sunny
49,27,1006,30.5,Sunny
95,17,1021,21.0,Rainy
69,6,993,26.4,Cloudy
89,11,993,26.7,Rainy
98,4,1006,23.0,Rainy
84,14,1008,26.1,Rainy
44,31,994,28.0,Cloudy
94,7,1021,22.4,Rainy
95,18,1011,21.9,Rainy
72,20,995,24.6,Cloudy
93,27,1024,22.0,Stormy
40,6,1011,36.3,Sunny
57,30,990,26.3,Cloudy
71,21,1009,26.5,Cloudy
86,22,1011,21.5,Stormy
88,11,1000,24.4,Rainy
50,6,1002,30.2,Sunny
60,7,992,26.5,Cloudy
65,27,998,26.7,Cloudy
64,5,1001,30.9,Sunny
61,2,1012,32.6,Sunny
98,25,1003,17.2,Stormy
66,7,1022,30.8,Cloudy
88,32,1007,20.3,Stormy
52,21,998,27.1,Cloudy
72,25,1012,25.0,Cloudy
73,26,999,25.1,Cloudy
80,22,1008,26.5,Rainy
74,31,994,21.8,Cloudy
40,25,1012,34.3,Sunny
60,31,1019,25.6,Cloudy
87,23,1014,24.4,Stormy
94,29,1017,19.9,Stormy
45,8,1023,36.9,Sunny
67,29,1014,26.3,Cloudy
56,15,999,31.8,Sunny
44,11,1003,32.4,Sunny
70,17,1019,29.8,Cloudy
44,17,1014,33.5,Sunny
77,32,1003,22.4,Rainy
42,26,1024,33.7,Sunny
92,14,1023,23.7,Rainy
62,7,999,30.0,Cloudy
76,10,1024,29.3,Rainy
92,21,1000,21.3,Stormy
76,19,1000,25.0,Rainy
49,22,1010,32.7,Sunny
49,5,1010,35.9,Sunny
58,34,1011,25.9,Cloudy
56,28,996,28.5,Cloudy
60,8,1006,29.3,Cloudy
53,7,991,31.9,Sunny
48,16,1001,32.6,Sunny
85,19,1007,20.9,Rainy
40,33,1000,30.4,Sunny
90,12,1005,22.9,Rainy
84,21,1007,22.4,Rainy
52,25,1024,34.0,Sunny
43,16,1015,33.5,Sunny
40,8,1005,34.2,Sunny
88,22,995,21.2,Stormy
79,27,1001,23.9,Rainy
71,15,1002,26.7,Cloudy
73,22,993,25.9,Cloudy
67,19,991,26.6,Cloudy
70,6,1015,27.1,Cloudy
47,4,1016,35.1,Sunny
78,24,1016,24.6,Rainy
65,27,1004,27.0,Cloudy
97,25,997,14.9,Stormy
73,20,996,28.7,Cloudy
93,26,1001,20.8,Stormy
93,22,1002,21.0,Stormy
42,13,1006,35.9,Sunny
98,34,1006,21.6,Stormy
89,5,1010,27.0,Rainy
51,8,997,33.4,Sunny
40,23,994,31.5,Sunny
93,34,1015,20.0,Stormy
83,18,1005,23.4,Rainy
44,25,1017,31.6,Sunny
69,29,1018,25.7,Cloudy
69,23,1001,23.8,Cloudy
98,18,1019,22.4,Rainy
96,7,1012,21.5,Rainy
56,7,1005,32.3,Sunny
87,2,1003,25.8,Rainy
86,11,999,24.2,Rainy
62,22,996,26.1,Cloudy
54,6,1018,38.8,Sunny
76,3,992,28.8,Rainy
60,23,1004,26.3,Cloudy
53,3,1008,34.1,Sunny
41,11,1002,33.3,Sunny
50,17,1010,30.6,Sunny
90,23,1016,21.0,Stormy
78,13,1018,28.3,Rainy
77,25,1009,23.6,Rainy
99,11,1014,24.4,Rainy
73,33,995,23.9,Cloudy
77,8,991,27.6,Rainy
89,22,1011,21.5,Stormy
73,21,1021,28.4,Cloudy
57,27,1005,29.1,Cloudy
69,5,1007,29.0,Cloudy
54,23,994,27.1,Cloudy
66,16,1019,32.3,Cloudy
90,22,1008,22.5,Stormy
73,16,1012,28.5,Cloudy
91,23,1023,22.4,Stormy
96,29,1002,17.1,Stormy
77,15,1018,26.7,Rainy
72,28,1011,25.3,Cloudy
63,29,998,24.1,Cloudy
54,27,1008,29.2,Cloudy
99,3,995,19.5,Rainy
69,26,1004,23.9,Cloudy
94,4,1009,25.7,Rainy
81,9,998,26.2,Rainy
90,34,1021,21.0,Stormy
56,7,993,29.1,Cloudy
44,24,1007,30.3,Sunny
68,26,994,24.1,Cloudy
43,20,1009,34.0,Sunny
49,6,1012,36.0,Sunny
95,12,1000,21.2,Rainy
56,13,1011,29.9,Cloudy
49,11,993,31.8,Sunny
56,9,1018,32.0,Sunny
99,25,1023,20.7,Stormy
59,29,1002,29.0,Cloudy
63,22,998,28.2,Cloudy
44,9,1020,36.3,Sunny
73,10,996,24.8,Cloudy
45,16,993,31.7,Sunny
92,19,1008,23.9,Rainy
41,21,1019,33.9,Sunny
52,7,1020,36.7,Sunny
82,13,1024,29.4,Rainy
82,3,1010,30.1,Rainy
87,8,1020,27.3,Rainy
50,17,1008,32.8,Sunny
90,4,1020,29.0,Rainy
86,4,1021,28.6,Rainy
96,28,991,17.0,Stormy
62,34,999,24.4,Cloudy
94,29,991,18.4,Stormy
55,2,991,29.5,Cloudy
70,9,1013,29.3,Cloudy
50,33,1006,30.4,Sunny
93,5,1021,22.9,Rainy
55,31,1005,30.2,Sunny
47,7,1005,35.7,Sunny
43,20,1020,33.7,Sunny
79,33,1013,24.1,Rainy
43,10,990,32.5,Sunny
95,13,1000,23.6,Rainy
64,12,1010,31.4,Sunny
42,17,993,29.8,Cloudy
71,2,996,29.4,Cloudy
42,22,1015,33.3,Sunny
66,31,1001,25.1,Cloudy
68,14,1020,28.8,Cloudy
71,5,1006,31.8,Cloudy
89,29,1022,24.4,Stormy
97,32,1000,16.8,Stormy
90,28,1017,20.2,Stormy
58,6,1021,33.1,Sunny
60,26,990,26.6,Cloudy
44,4,1017,37.0,Sunny
57,34,996,27.7,Cloudy
67,5,991,29.5,Cloudy
81,26,1013,25.5,Rainy
61,21,993,27.5,Cloudy
60,27,1008,25.8,Cloudy
45,6,1015,35.5,Sunny
40,29,1000,32.6,Sunny
44,30,1000,29.8,Cloudy
80,10,992,25.4,Rainy
51,7,1001,32.2,Sunny
65,20,992,24.6,Cloudy
85,12,1016,25.9,Rainy
73,3,991,27.8,Cloudy
88,10,1005,23.5,Rainy
53,22,991,27.9,Cloudy
65,25,1019,27.1,Cloudy
84,23,1009,25.1,Rainy
66,4,1017,31.4,Cloudy
48,13,1014,36.0,Sunny
65,29,1021,30.3,Cloudy
96,31,999,18.1,Stormy
86,27,1022,22.3,Stormy
96,22,1002,17.0,Stormy
61,29,1005,24.8,Cloudy
86,27,1011,20.5,Stormy
95,34,1009,21.1,Stormy
69,22,1016,28.0,Cloudy
82,19,1005,24.7,Rainy
87,12,1023,23.1,Rainy
56,24,1021,29.1,Cloudy
65,23,1015,29.7,Cloudy
75,18,1014,27.4,Cloudy
40,6,991,33.8,Sunny
47,12,1001,33.5,Sunny
88,31,998,22.3,Stormy
74,16,1001,25.6,Cloudy
91,28,1015,21.8,Stormy
54,34,998,27.0,Cloudy
86,21,999,25.8,Stormy
95,17,1021,20.4,Rainy
61,3,1023,34.8,Sunny
53,29,1009,29.0,Cloudy
65,7,991,29.2,Cloudy
67,10,990,26.3,Cloudy
62,21,1013,29.1,Cloudy
53,2,1016,36.0,Sunny
63,9,991,33.1,Sunny
41,24,1020,35.3,Sunny
84,4,1003,24.9,Rainy
65,5,991,28.1,Cloudy
53,26,1018,30.1,Sunny
98,16,1004,18.3,Rainy
95,22,1001,19.8,Stormy
90,15,1017,25.6,Rainy
46,13,1009,31.7,Sunny
42,18,1013,35.7,Sunny
86,10,1010,26.2,Rainy
62,14,999,27.6,Cloudy
85,16,1003,23.6,Rainy
82,19,1007,26.8,Rainy
86,34,1013,22.6,Stormy
99,7,1003,22.3,Rainy
84,28,1023,23.9,Rainy
57,24,1001,28.4,Cloudy
97,28,1011,19.2,Stormy
77,15,995,21.6,Rainy
74,9,1011,31.5,Cloudy
90,20,1003,22.2,Rainy
54,31,1005,28.7,Cloudy
64,15,1014,29.8,Cloudy
94,21,1021,22.0,Stormy
76,26,1022,26.0,Rainy
67,25,1009,24.4,Cloudy
49,15,1007,35.8,Sunny
78,27,992,20.2,Rainy
96,24,1012,19.5,Stormy
56,23,1021,30.4,Sunny
78,20,1005,26.8,Rainy
61,4,994,30.2,Sunny
65,20,993,24.4,Cloudy
83,10,1010,28.0,Rainy
64,29,1003,27.2,Cloudy
56,21,1020,32.1,Sunny
52,8,1003,33.6,Sunny
59,15,995,32.3,Sunny
64,10,1001,32.5,Sunny
43,20,1005,31.5,Sunny
49,15,1006,34.7,Sunny
42,18,1012,34.5,Sunny
80,31,1003,22.9,Rainy
84,10,996,21.7,Rainy
57,34,1021,28.6,Cloudy
86,26,1004,20.7,Stormy
75,15,1006,27.8,Cloudy
86,12,1023,28.3,Rainy
61,15,994,25.0,Cloudy
73,31,1016,25.2,Cloudy
86,5,1012,28.3,Rainy
47,5,1003,33.8,Sunny
79,29,1004,24.0,Rainy
88,9,1022,27.2,Rainy
83,3,1020,29.1,Rainy
58,23,1024,30.6,Sunny
81,17,1006,23.0,Rainy
80,30,1017,22.4,Rainy
76,31,1008,24.7,Rainy
45,13,1012,34.2,Sunny
91,12,1021,25.1,Rainy
65,22,1002,26.3,Cloudy
73,22,1009,25.6,Cloudy
98,6,1024,26.8,Rainy
95,21,994,19.1,Stormy
98,4,998,20.5,Rainy
84,34,1018,23.7,Rainy
45,10,995,32.4,Sunny
76,10,1014,28.2,Rainy
96,5,1020,27.8,Rainy
72,18,1011,27.2,Cloudy
92,25,991,19.6,Stormy
61,33,994,23.2,Cloudy
60,2,1016,33.0,Sunny
45,9,1014,36.1,Sunny
45,24,997,28.1,Cloudy
94,13,990,21.1,Rainy
87,13,1009,24.8,Rainy
43,16,1012,34.2,Sunny
69,20,1021,30.3,Cloudy
50,27,1000,29.6,Cloudy
69,30,1013,28.2,Cloudy
70,23,1000,24.0,Cloudy
63,22,1018,29.5,Cloudy
94,21,1015,22.5,Stormy
48,30,1005,28.0,Cloudy
94,5,1024,27.7,Rainy
42,8,1009,38.9,Sunny
90,29,992,19.0,Stormy
70,29,990,23.9,Cloudy
79,5,990,25.6,Rainy
76,23,1006,23.8,Rainy
75,13,991,22.3,Cloudy
63,4,1018,31.5,Sunny
70,23,1009,24.5,Cloudy
45,3,995,36.5,Sunny
41,25,997,30.9,Sunny
59,28,1018,28.6,Cloudy
67,2,1022,33.9,Cloudy
50,9,992,29.7,Cloudy
43,24,1024,32.9,Sunny
54,7,994,31.2,Sunny
45,23,1016,34.4,Sunny
93,26,1001,20.7,Stormy
88,19,1009,23.7,Rainy
69,18,1009,27.8,Cloudy
95,13,998,22.1,Rainy
77,7,993,26.3,Rainy
90,27,1008,19.8,Stormy
96,28,1016,20.8,Stormy
41,9,1002,33.0,Sunny
54,20,1002,29.9,Cloudy
50,2,1011,34.2,Sunny
47,30,1017,35.1,Sunny
65,15,1011,29.3,Cloudy
90,21,1008,20.3,Stormy
84,14,997,23.4,Rainy
83,9,997,25.5,Rainy
44,21,1015,35.9,Sunny
45,34,1015,29.9,Cloudy
65,27,1012,24.9,Cloudy
93,22,1002,22.0,Stormy
43,10,1017,33.7,Sunny
58,25,998,26.8,Cloudy
59,18,1009,29.5,Cloudy
72,25,1008,25.5,Cloudy
59,22,1001,29.2,Cloudy
88,14,1004,22.6,Rainy
51,12,1020,33.6,Sunny
86,20,1003,22.8,Rainy
40,12,1000,34.3,Sunny
65,14,1015,30.1,Cloudy
53,2,1016,35.6,Sunny
77,20,1000,25.7,Rainy
76,13,1023,29.3,Rainy
50,9,1008,34.0,Sunny
75,9,995,23.9,Cloudy
52,13,1017,33.3,Sunny
82,34,990,20.4,Rainy
42,27,1024,34.9,Sunny
72,29,997,22.5,Cloudy
45,6,996,32.6,Sunny
89,9,1000,22.9,Rainy
95,26,993,19.4,Stormy
49,28,1014,32.4,Sunny
44,24,1001,30.5,Sunny
62,31,1015,28.9,Cloudy
49,24,1001,30.2,Sunny
83,21,1013,24.3,Rainy
41,19,1005,32.8,Sunny
52,19,1002,31.5,Sunny
79,3,1014,29.2,Rainy
41,5,993,37.7,Sunny
59,31,1000,25.2,Cloudy
40,34,1021,33.4,Sunny
76,19,996,23.6,Rainy
48,20,1000,29.5,Cloudy
56,29,1017,29.5,Cloudy
48,21,1012,32.3,Sunny
50,34,1012,33.7,Sunny
54,13,1017,32.5,Sunny
63,16,1015,28.4,Cloudy
77,3,1014,29.6,Rainy
94,30,1018,18.0,Stormy
74,11,1008,27.6,Cloudy
69,3,1022,31.9,Cloudy
70,12,1003,29.0,Cloudy
88,14,1003,24.9,Rainy
44,11,1024,35.5,Sunny
99,15,1019,22.6,Rainy
83,19,1017,24.2,Rainy
89,10,1006,22.6,Rainy
53,29,992,27.6,Cloudy
92,4,1005,22.7,Rainy
95,21,1019,22.0,Stormy
50,7,1018,33.4,Sunny
48,28,1004,30.7,Sunny
73,3,1014,32.8,Cloudy
51,30,1012,27.9,Cloudy
74,4,1014,26.9,Cloudy
74,17,996,25.0,Cloudy
40,31,1011,32.0,Sunny
79,3,1006,28.1,Rainy
61,18,1007,28.5,Cloudy
99,13,999,20.5,Rainy
68,2,999,30.1,Cloudy
47,16,996,32.9,Sunny
50,27,1016,28.1,Cloudy
80,22,1022,25.5,Rainy
76,32,990,21.6,Rainy
53,26,1023,30.0,Sunny
99,24,993,20.7,Stormy
69,25,1006,25.1,Cloudy
74,29,993,22.6,Cloudy
60,22,1015,30.5,Sunny
76,19,993,23.1,Rainy
44,10,990,29.6,Cloudy
58,31,996,25.5,Cloudy
98,33,1019,21.3,Stormy
53,4,998,31.9,Sunny
65,4,1024,31.6,Cloudy
43,29,997,31.3,Sunny
64,16,1013,29.1,Cloudy
84,24,1008,22.4,Rainy
81,12,1016,27.2,Rainy
64,33,1021,28.7,Cloudy
57,34,1003,30.3,Sunny
79,25,1007,25.2,Rainy
47,29,1017,33.2,Sunny
78,8,1018,27.8,Rainy
79,5,1005,25.8,Rainy
53,2,1024,36.0,Sunny
71,2,1020,31.6,Cloudy
90,21,993,19.0,Stormy
77,20,1006,24.9,Rainy
72,30,1015,26.2,Cloudy
62,11,993,29.1,Cloudy
54,19,1019,32.7,Sunny
72,29,1019,26.7,Cloudy
64,32,1011,25.7,Cloudy
56,28,1000,26.9,Cloudy
72,12,991,24.1,Cloudy
86,6,1001,27.8,Rainy
94,9,1019,25.0,Rainy
41,13,1007,34.1,Sunny
53,2,1015,33.4,Sunny
92,32,996,22.9,Stormy
79,5,990,23.9,Rainy
79,6,1015,27.7,Rainy
90,31,1012,21.7,Stormy
78,25,1015,26.0,Rainy
90,4,995,25.3,Rainy
45,12,995,35.1,Sunny
45,5,997,34.6,Sunny
42,27,1013,30.9,Sunny
46,28,1011,30.8,Sunny
90,28,1008,21.6,Stormy
47,7,1007,37.3,Sunny
81,16,1020,24.6,Rainy
91,31,1019,23.5,Stormy
54,24,1022,31.7,Sunny
86,7,999,26.0,Rainy
68,5,1001,29.1,Cloudy
72,19,1019,26.8,Cloudy
91,10,1016,26.2,Rainy
69,30,998,25.2,Cloudy
78,14,1010,28.0,Rainy
66,18,1001,27.3,Cloudy
75,33,1018,23.8,Cloudy
68,23,1022,26.2,Cloudy
77,5,1004,28.9,Rainy
96,6,991,22.4,Rainy
72,14,1007,26.0,Cloudy
76,23,992,22.4,Rainy
66,24,996,25.0,Cloudy
94,4,1007,22.2,Rainy
72,33,1022,24.6,Cloudy
43,22,1020,32.3,Sunny
61,22,1000,27.0,Cloudy
41,12,993,31.9,Sunny
49,5,1007,31.7,Sunny
44,2,993,37.2,Sunny
98,29,1023,22.9,Stormy
49,25,1018,30.7,Sunny
72,14,1013,28.6,Cloudy
93,12,1011,24.3,Rainy
77,18,991,25.5,Rainy
52,19,995,28.3,Cloudy
70,23,1014,28.8,Cloudy
86,25,1010,22.0,Stormy
75,20,1005,23.5,Cloudy
84,22,1020,26.0,Rainy
63,9,1003,31.8,Sunny
91,29,1017,25.7,Stormy
95,6,1021,23.7,Rainy
54,18,1017,33.0,Sunny
68,20,998,25.6,Cloudy
47,28,1011,32.1,Sunny
44,12,1021,33.5,Sunny
68,13,994,25.1,Cloudy
86,22,1012,22.4,Stormy
43,12,994,32.8,Sunny
51,29,1021,30.1,Sunny
84,6,999,26.3,Rainy
41,18,1004,34.8,Sunny
66,21,996,27.1,Cloudy
70,13,1018,31.8,Cloudy
90,7,992,23.6,Rainy
90,18,1008,21.1,Rainy
75,20,999,26.8,Cloudy
75,27,1017,24.8,Cloudy
65,33,1018,28.3,Cloudy
82,7,1004,28.5,Rainy
66,12,1024,31.9,Cloudy
44,34,995,26.4,Cloudy
59,25,1001,26.3,Cloudy
50,24,1002,31.9,Sunny
49,16,1018,33.2,Sunny
79,28,1008,23.7,Rainy
77,12,992,26.1,Rainy
45,18,997,32.5,Sunny
47,15,997,32.0,Sunny
62,28,1009,27.1,Cloudy
86,19,993,21.4,Rainy
65,29,1010,28.0,Cloudy
85,5,992,25.3,Rainy
82,8,997,24.8,Rainy
51,10,1012,35.0,Sunny
65,9,1005,29.5,Cloudy
52,18,1002,29.3,Cloudy
79,18,992,22.3,Rainy
57,34,998,24.6,Cloudy
64,33,1003,24.9,Cloudy
72,9,1002,29.6,Cloudy
86,20,996,20.8,Rainy
79,4,1004,27.7,Rainy
99,6,996,20.7,Rainy
82,14,1023,26.8,Rainy
51,32,1011,27.1,Cloudy
83,17,1013,24.9,Rainy
75,33,990,21.1,Cloudy
87,23,999,22.4,Stormy
43,30,1005,31.1,Sunny
44,23,997,29.0,Cloudy
95,4,1014,26.7,Rainy
76,11,1001,26.7,Rainy
47,22,1014,32.7,Sunny
81,17,1006,24.8,Rainy
88,13,1015,24.3,Rainy
67,3,1003,30.4,Cloudy
70,25,1012,27.3,Cloudy
97,31,995,14.9,Stormy
48,31,994,27.3,Cloudy
93,20,1014,22.2,Rainy
90,9,1007,24.8,Rainy
68,27,1002,27.2,Cloudy
53,8,1003,31.1,Sunny
79,31,1017,23.3,Rainy
80,8,1007,26.0,Rainy
61,4,1017,31.7,Sunny
50,2,1016,35.0,Sunny
62,26,1021,30.4,Sunny
40,2,998,34.0,Sunny
85,16,1021,26.6,Rainy
76,14,1009,24.3,Rainy
60,9,1017,31.4,Sunny
65,6,1022,31.8,Cloudy
85,10,993,26.2,Rainy
75,2,1023,30.5,Cloudy
93,3,992,19.7,Rainy
62,24,1015,25.8,Cloudy
96,10,997,21.8,Rainy
40,15,995,33.8,Sunny
93,5,1005,24.8,Rainy
94,31,1013,20.6,Stormy
90,32,1019,23.5,Stormy
79,12,1002,24.9,Rainy
54,9,994,32.1,Sunny
60,4,1014,30.3,Sunny
86,15,1009,23.1,Rainy
48,14,1007,30.0,Sunny
92,33,1007,19.2,Stormy
48,20,991,29.7,Cloudy
49,17,999,31.2,Sunny
91,3,1001,24.7,Rainy
96,18,1002,19.5,Rainy
92,17,1000,21.4,Rainy
65,3,1008,28.9,Cloudy
80,3,1024,31.8,Rainy
74,27,1015,25.2,Cloudy
91,14,1003,22.1,Rainy
64,32,1013,29.1,Cloudy
65,4,990,26.9,Cloudy
50,9,1011,32.0,Sunny
77,24,1012,23.5,Rainy
41,15,1008,34.1,Sunny
46,28,1007,31.3,Sunny
57,30,1001,28.3,Cloudy
66,2,1017,36.0,Cloudy
73,18,1017,24.4,Cloudy
66,31,1022,28.5,Cloudy
56,14,1008,30.3,Sunny
82,22,1017,24.2,Rainy
98,20,1015,20.7,Rainy
83,20,1024,24.7,Rainy
98,26,1023,24.0,Stormy
90,23,1024,25.2,Stormy
93,32,1005,19.4,Stormy
63,18,1002,30.2,Sunny
64,24,1012,25.8,Cloudy
46,33,1011,28.3,Cloudy
91,11,1005,20.3,Rainy
45,11,1017,34.1,Sunny
92,9,1024,26.3,Rainy
63,21,997,27.2,Cloudy
72,33,1011,24.8,Cloudy
88,15,1010,22.0,Rainy
68,29,1015,27.8,Cloudy
82,25,1010,24.0,Rainy
61,16,1014,31.5,Sunny
65,23,990,22.5,Cloudy
67,31,995,24.5,Cloudy
89,5,1012,24.2,Rainy
60,14,1012,30.1,Sunny
88,24,1012,23.6,Stormy
46,9,1021,35.9,Sunny
56,19,1019,30.3,Sunny
59,13,1002,29.9,Cloudy
80,32,1007,20.2,Rainy
88,15,1012,26.1,Rainy
59,19,1004,28.8,Cloudy
93,12,1022,26.7,Rainy
61,13,1010,29.7,Cloudy
67,16,1012,28.0,Cloudy
79,32,1016,22.6,Rainy
88,30,1007,22.4,Stormy
46,27,1013,30.5,Sunny
40,19,996,33.3,Sunny
71,33,1009,23.9,Cloudy
52,23,1016,28.4,Cloudy
69,18,995,25.1,Cloudy
62,24,1016,27.2,Cloudy
90,25,998,20.5,Stormy
98,9,1020,22.4,Rainy
95,7,1010,25.4,Rainy
58,6,1015,32.8,Sunny
71,30,1002,24.0,Cloudy
69,29,1012,27.0,Cloudy
68,12,1009,30.4,Cloudy
88,2,1017,27.3,Rainy
84,20,1006,22.5,Rainy
68,10,1017,27.6,Cloudy
69,28,991,22.7,Cloudy
55,5,1014,32.8,Sunny
79,19,995,23.8,Rainy
58,16,1000,28.8,Cloudy
57,14,995,30.4,Sunny
40,20,1000,31.7,Sunny
53,7,1003,32.4,Sunny
90,13,991,23.6,Rainy
86,18,992,22.4,Rainy
89,24,1024,23.9,Stormy
41,27,1022,32.9,Sunny
93,30,1013,19.8,Stormy
67,34,1008,23.8,Cloudy
88,28,1007,20.6,Stormy
89,26,1013,23.4,Stormy
69,11,1024,30.4,Cloudy
77,24,990,20.5,Rainy
90,22,1014,25.6,Stormy
43,22,1023,34.8,Sunny
40,14,1014,33.2,Sunny
47,34,1005,28.5,Cloudy
68,25,1023,28.5,Cloudy
94,12,1018,26.9,Rainy
78,18,1008,23.9,Rainy
42,5,1012,37.8,Sunny
71,26,1008,27.8,Cloudy
49,31,1014,29.4,Cloudy
49,10,1005,32.6,Sunny
58,22,998,26.5,Cloudy
85,21,990,21.0,Rainy
73,20,1008,26.2,Cloudy
99,20,1022,23.2,Rainy
72,13,1023,31.2,Cloudy
62,18,1005,27.6,Cloudy
94,29,1007,17.0,Stormy
67,19,1023,29.6,Cloudy
71,15,1014,28.8,Cloudy
89,8,995,23.8,Rainy
46,14,1010,33.1,Sunny
68,19,995,26.2,Cloudy
47,14,1021,36.9,Sunny
40,32,1020,33.4,Sunny
96,3,999,22.7,Rainy
94,17,1019,22.8,Rainy
42,10,1007,34.5,Sunny
63,10,1013,33.4,Sunny
62,12,998,28.7,Cloudy
98,23,1020,21.7,Stormy
47,34,1004,28.3,Cloudy
93,24,993,21.0,Stormy
96,10,998,24.8,Rainy
86,25,998,22.0,Stormy
76,9,1015,28.6,Rainy
42,8,993,33.5,Sunny
90,19,1006,18.9,Rainy
72,4,1005,30.2,Cloudy
67,29,1004,25.7,Cloudy
86,7,1024,28.3,Rainy
47,22,994,28.9,Cloudy
73,29,994,22.4,Cloudy
74,2,1009,28.8,Cloudy
71,22,1004,27.4,Cloudy
63,14,1007,28.9,Cloudy
53,11,991,33.4,Sunny
71,11,1018,30.2,Cloudy
95,14,1002,19.9,Rainy
85,25,993,20.8,Rainy
82,3,999,25.3,Rainy
55,23,1020,27.9,Cloudy
43,18,997,34.3,Sunny
91,15,992,22.4,Rainy
76,11,998,26.9,Rainy
93,26,1019,22.4,Stormy
60,4,1000,29.0,Cloudy
53,18,1024,32.3,Sunny
70,13,1002,28.8,Cloudy
94,25,1002,18.5,Stormy
87,30,1001,16.8,Stormy
57,26,999,27.3,Cloudy
46,27,998,29.6,Cloudy
49,2,996,33.6,Sunny
46,21,991,31.1,Sunny
72,29,1012,26.3,Cloudy
62,17,1010,29.9,Cloudy
60,18,1012,31.8,Sunny
58,29,1018,26.9,Cloudy
87,13,1003,24.6,Rainy
58,28,1015,29.9,Cloudy
75,31,994,20.3,Cloudy
68,7,1020,28.9,Cloudy
99,8,1014,22.3,Rainy
57,33,1020,27.9,Cloudy
41,33,1009,32.3,Sunny
40,26,1006,31.3,Sunny
86,34,991,17.6,Stormy
44,8,1014,34.6,Sunny
59,13,1002,31.6,Sunny
50,17,1017,33.0,Sunny
81,17,995,23.3,Rainy
41,14,992,32.3,Sunny
42,8,1024,39.1,Sunny
62,10,1007,29.3,Cloudy
94,33,1000,20.4,Stormy
51,12,1009,33.0,Sunny
59,9,994,29.4,Cloudy
44,34,1008,33.9,Sunny
76,24,1011,23.7,Rainy
77,26,1008,23.8,Rainy
69,9,1005,27.0,Cloudy
48,23,1013,33.3,Sunny
73,5,993,29.7,Cloudy
92,4,1004,27.0,Rainy
83,30,1014,24.9,Rainy
74,30,1024,25.9,Cloudy
91,29,1003,19.6,Stormy
97,14,1008,19.6,Rainy
61,16,996,31.3,Sunny
83,24,1019,25.4,Rainy
63,27,1008,26.5,Cloudy
56,5,1014,35.5,Sunny
49,27,1005,28.5,Cloudy
69,10,997,28.3,Cloudy
95,6,1007,23.6,Rainy
98,33,1017,20.5,Stormy
85,21,1005,23.0,Rainy
62,12,1008,28.0,Cloudy
71,16,1006,27.3,Cloudy
56,33,1002,28.6,Cloudy
89,29,996,19.7,Stormy
90,23,1016,24.1,Stormy
56,18,999,27.8,Cloudy
53,27,1023,31.2,Sunny
48,8,1014,33.7,Sunny
79,27,995,23.3,Rainy
41,26,1013,32.9,Sunny
84,11,1007,26.4,Rainy
64,20,1012,30.4,Sunny
78,12,995,26.1,Rainy
48,14,1018,34.5,Sunny
93,9,1014,23.1,Rainy
61,5,1006,31.4,Sunny
82,32,1013,22.0,Rainy
85,29,1000,20.6,Rainy
43,12,1015,34.6,Sunny
65,2,1023,31.6,Cloudy
97,25,1017,18.3,Stormy
68,32,992,22.3,Cloudy
84,27,1000,22.0,Rainy
73,6,1003,26.2,Cloudy
